negeri,kod_pusat,institusi,program,kod_noss,kategori,tahap,status,alamat,telefon,emel,idpb,utama,ptk
TERENGGANU,K03003,INSTITUT KEMAHIRAN BELIA NEGARA WAKAF TAPAI,Proses Kimpalan Arka Kepingan Logam,MC-024-3:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,"KM24, Jalan Kuala Terengganu - Kuala Berang,",096806000,ikbn_wtapai@kbs.gov.my,1183,False,False
TERENGGANU,L01235,INSTITUT KEMAHIRAN BESTARI (CAW. BANDAR PERMAISURI),OPERASI PEMESINAN,C259-006-2:2020,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Aktif,"LOT 1233, SAUJANA, PERMAISURI, 22110 SETIU , TERENGGANU. LOT 1661, SAUJANA, PERMAISURI, 22110 SETIU , TERENGGANU.",09-6021002,ikbpermaisuri@yahoo.com,1213,False,False
TERENGGANU,L01235,INSTITUT KEMAHIRAN BESTARI (CAW. BANDAR PERMAISURI),PEMBUATAN PAKAIAN WANITA,C141-005-2:2021,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Aktif,"LOT 1233, SAUJANA, PERMAISURI, 22110 SETIU , TERENGGANU. LOT 1661, SAUJANA, PERMAISURI, 22110 SETIU , TERENGGANU.",09-6021002,ikbpermaisuri@yahoo.com,1213,False,False
TERENGGANU,L01235,INSTITUT KEMAHIRAN BESTARI (CAW. BANDAR PERMAISURI),PENYEDIAAN DAN PENGHASILAN MAKANAN,I561-005-2:2022,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Aktif,"LOT 1233, SAUJANA, PERMAISURI, 22110 SETIU , TERENGGANU. LOT 1661, SAUJANA, PERMAISURI, 22110 SETIU , TERENGGANU.",09-6021002,ikbpermaisuri@yahoo.com,1213,False,False
TERENGGANU,L01235,INSTITUT KEMAHIRAN BESTARI (CAW. BANDAR PERMAISURI),Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Sekat Pengambilan,"LOT 1233, SAUJANA, PERMAISURI, 22110 SETIU , TERENGGANU. LOT 1661, SAUJANA, PERMAISURI, 22110 SETIU , TERENGGANU.",09-6021002,ikbpermaisuri@yahoo.com,1213,False,False
TERENGGANU,L01221,INSTITUT KEMAHIRAN UNI C.E.T.E AUTOMOTIVE AND AIR-COND SERVICE,PERKHIDMATAN PEMBAIKAN – KENDERAAN RINGAN,G452-002-2:2018,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Sekat Pengambilan,"B9, KAWASAN PERINDUSTRIAN CHENDERING 21080 KUALA CHENDERING TERENGGANU PREMIS TAMBAHAN: B11 & B12, KAWASAN PERINDUSTRIAN CHENDERING",09-6176118,uniceteauto01@gmail.com,1212,False,False
TERENGGANU,L01221,INSTITUT KEMAHIRAN UNI C.E.T.E AUTOMOTIVE AND AIR-COND SERVICE,SERVIS DIAGNOSTIK – KENDERAAN RINGAN,G452-002-3:2018,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Sekat Pengambilan,"B9, KAWASAN PERINDUSTRIAN CHENDERING 21080 KUALA CHENDERING TERENGGANU PREMIS TAMBAHAN: B11 & B12, KAWASAN PERINDUSTRIAN CHENDERING",09-6176118,uniceteauto01@gmail.com,1212,False,False
TERENGGANU,L01221,INSTITUT KEMAHIRAN UNI C.E.T.E AUTOMOTIVE AND AIR-COND SERVICE,SERVIS DIAGNOSTIK – KENDERAAN RINGAN,G452-002-3:2018,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"B9, KAWASAN PERINDUSTRIAN CHENDERING 21080 KUALA CHENDERING TERENGGANU PREMIS TAMBAHAN: B11 & B12, KAWASAN PERINDUSTRIAN CHENDERING",09-6176118,uniceteauto01@gmail.com,1212,False,False
TERENGGANU,L01216,INSTITUT KEMAHIRAN UNICETE,Geomatics & Land Surveying,BC-060-3:2013,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,"NO. 73, MEZZANINE FLOOR JALAN DATO' ISAAC'S 20100 KUALA TERENGGANU TERENGGANU PREMIS TAMBAHAN: TINGKAT 1, TINGKAT 2, TINGKAT 3 DAN NO. 75 MEZZANINE FLOOR, TINGKAT 1, TINGKAT 3, JALAN SULTAN SULAIMAN (JALAN DATO' ISAAC'S), 20100 KUALA TERENGGANU, TERENGGANU",09-6204460,unicete.my@gmail.com,1211,False,False
TERENGGANU,L01216,INSTITUT KEMAHIRAN UNICETE,OPERASI TEKNIKAL PAKAIAN WANITA,C141-005-3:2021,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Sekat Pengambilan,"NO. 73, MEZZANINE FLOOR JALAN DATO' ISAAC'S 20100 KUALA TERENGGANU TERENGGANU PREMIS TAMBAHAN: TINGKAT 1, TINGKAT 2, TINGKAT 3 DAN NO. 75 MEZZANINE FLOOR, TINGKAT 1, TINGKAT 3, JALAN SULTAN SULAIMAN (JALAN DATO' ISAAC'S), 20100 KUALA TERENGGANU, TERENGGANU",09-6204460,unicete.my@gmail.com,1211,False,False
TERENGGANU,L01216,INSTITUT KEMAHIRAN UNICETE,OPERASI TEKNIKAL PAKAIAN WANITA,C141-005-3:2021,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"NO. 73, MEZZANINE FLOOR JALAN DATO' ISAAC'S 20100 KUALA TERENGGANU TERENGGANU PREMIS TAMBAHAN: TINGKAT 1, TINGKAT 2, TINGKAT 3 DAN NO. 75 MEZZANINE FLOOR, TINGKAT 1, TINGKAT 3, JALAN SULTAN SULAIMAN (JALAN DATO' ISAAC'S), 20100 KUALA TERENGGANU, TERENGGANU",09-6204460,unicete.my@gmail.com,1211,False,False
TERENGGANU,L01216,INSTITUT KEMAHIRAN UNICETE,PEMBUATAN PAKAIAN WANITA,C141-005-2:2021,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Sekat Pengambilan,"NO. 73, MEZZANINE FLOOR JALAN DATO' ISAAC'S 20100 KUALA TERENGGANU TERENGGANU PREMIS TAMBAHAN: TINGKAT 1, TINGKAT 2, TINGKAT 3 DAN NO. 75 MEZZANINE FLOOR, TINGKAT 1, TINGKAT 3, JALAN SULTAN SULAIMAN (JALAN DATO' ISAAC'S), 20100 KUALA TERENGGANU, TERENGGANU",09-6204460,unicete.my@gmail.com,1211,False,False
TERENGGANU,K01511,KAMPUS SATELIT CIAST IKBN KEMASIK,PENGAJARAN TVET,P853-002-4:2021,Program Penuh - Persijilan Mengikut Tahap,Diploma Kemahiran Malaysia,Aktif,"KM. 19, 24200, JALAN KEMAMAN - DUNGUN, 24210 KEMASIK, TERENGGANU",09-864 0753/075,ISMAIL@CIAST.GOV.MY,1727,False,False
TERENGGANU,K01508,KAMPUS SATELIT CIAST ILP MARANG,PENGAJARAN TVET,P853-002-4:2021,Program Penuh - Persijilan Mengikut Tahap,Diploma Kemahiran Malaysia,Aktif,"KAMPUNG BUKIT PARIT, 21600 MARANG, TERENGGANU",09-6189061,fardila@ciast.gov.my,1725,False,False
TERENGGANU,L01763,KOLEJ INFORANA,OPERASI SENI KULINARI,I561-005-3:2022,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Sekat Pengambilan,LOT 29295 JALAN TOK JEMBAL MUKIM KUALA NERUS 21300 KUALA TERENGGANU TERENGGANU PREMIS TAMBAHAN: LOT PT 31623-PT31626 LAMAN BAYU TOK JEMBAL 21300 KUALA NERUS TERENGGANU,0138524456,inforana_holdings@yahoo.com,1218,False,False
TERENGGANU,L01763,KOLEJ INFORANA,OPERASI SENI KULINARI,I561-005-3:2022,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,LOT 29295 JALAN TOK JEMBAL MUKIM KUALA NERUS 21300 KUALA TERENGGANU TERENGGANU PREMIS TAMBAHAN: LOT PT 31623-PT31626 LAMAN BAYU TOK JEMBAL 21300 KUALA NERUS TERENGGANU,0138524456,inforana_holdings@yahoo.com,1218,False,False
TERENGGANU,L01763,KOLEJ INFORANA,PEMBUATAN PASTRI,HT-014-2:2011,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Sekat Pengambilan,LOT 29295 JALAN TOK JEMBAL MUKIM KUALA NERUS 21300 KUALA TERENGGANU TERENGGANU PREMIS TAMBAHAN: LOT PT 31623-PT31626 LAMAN BAYU TOK JEMBAL 21300 KUALA NERUS TERENGGANU,0138524456,inforana_holdings@yahoo.com,1218,False,False
TERENGGANU,L01763,KOLEJ INFORANA,PENYEDIAAN DAN PENGHASILAN MAKANAN,I561-005-2:2022,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Sekat Pengambilan,LOT 29295 JALAN TOK JEMBAL MUKIM KUALA NERUS 21300 KUALA TERENGGANU TERENGGANU PREMIS TAMBAHAN: LOT PT 31623-PT31626 LAMAN BAYU TOK JEMBAL 21300 KUALA NERUS TERENGGANU,0138524456,inforana_holdings@yahoo.com,1218,False,False
TERENGGANU,L01763,KOLEJ INFORANA,PENYEDIAAN DAN PENGHASILAN MAKANAN,I561-005-2:2022,Program Micro Credential,SKM Tahap 2,Aktif,LOT 29295 JALAN TOK JEMBAL MUKIM KUALA NERUS 21300 KUALA TERENGGANU TERENGGANU PREMIS TAMBAHAN: LOT PT 31623-PT31626 LAMAN BAYU TOK JEMBAL 21300 KUALA NERUS TERENGGANU,0138524456,inforana_holdings@yahoo.com,1218,False,False
TERENGGANU,L01763,KOLEJ INFORANA,Pembuatan Pastri,HT-014-3:2011,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Sekat Pengambilan,LOT 29295 JALAN TOK JEMBAL MUKIM KUALA NERUS 21300 KUALA TERENGGANU TERENGGANU PREMIS TAMBAHAN: LOT PT 31623-PT31626 LAMAN BAYU TOK JEMBAL 21300 KUALA NERUS TERENGGANU,0138524456,inforana_holdings@yahoo.com,1218,False,False
TERENGGANU,L01763,KOLEJ INFORANA,Penyediaan & Pembuatan Makanan,HT-012-3:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Sekat Pengambilan,LOT 29295 JALAN TOK JEMBAL MUKIM KUALA NERUS 21300 KUALA TERENGGANU TERENGGANU PREMIS TAMBAHAN: LOT PT 31623-PT31626 LAMAN BAYU TOK JEMBAL 21300 KUALA NERUS TERENGGANU,0138524456,inforana_holdings@yahoo.com,1218,False,False
TERENGGANU,L01763,KOLEJ INFORANA,Penyediaan & Pembuatan Makanan,HT-012-2:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Sekat Pengambilan,LOT 29295 JALAN TOK JEMBAL MUKIM KUALA NERUS 21300 KUALA TERENGGANU TERENGGANU PREMIS TAMBAHAN: LOT PT 31623-PT31626 LAMAN BAYU TOK JEMBAL 21300 KUALA NERUS TERENGGANU,0138524456,inforana_holdings@yahoo.com,1218,False,False
TERENGGANU,L00513,KOLEJ KEMAHIRAN BERLIAN,OPERASI TEKNIKAL PAKAIAN WANITA,C141-005-3:2021,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,"LOT 10240 & 10241, BATU 1 1/2 JALAN AIR PUTIH, CHUKAI 24000 KEMAMAN TERENGGANU",098599051,kolejkemahiranberlian@gmail.com,1204,False,False
TERENGGANU,L00513,KOLEJ KEMAHIRAN BERLIAN,Operasi Pengeluaran Pakaian,C141-006-4:2021,Program Penuh - Persijilan Mengikut Tahap,Diploma Kemahiran Malaysia,Aktif,"LOT 10240 & 10241, BATU 1 1/2 JALAN AIR PUTIH, CHUKAI 24000 KEMAMAN TERENGGANU",098599051,kolejkemahiranberlian@gmail.com,1204,False,False
TERENGGANU,L00513,KOLEJ KEMAHIRAN BERLIAN,PEMBUATAN PAKAIAN WANITA,C141-005-2:2021,Program Micro Credential,SKM Tahap 2,Aktif,"LOT 10240 & 10241, BATU 1 1/2 JALAN AIR PUTIH, CHUKAI 24000 KEMAMAN TERENGGANU",098599051,kolejkemahiranberlian@gmail.com,1204,False,False
TERENGGANU,L01215,KOLEJ KEMAHIRAN YAYASAN TERENGGANU,Operasi Sistem Komputer,IT-020-3:2013,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,"LOT PT4048 BLOK E PEKEDAIAN LADANG TOK PELAM, JALAN SULTAN ZAINAL ABIDIN 20000 KUALA TERENGGANU, TERENGGANU",09-6220272,kolejkemahiranyt@yahoo.com,1210,False,False
TERENGGANU,L01215,KOLEJ KEMAHIRAN YAYASAN TERENGGANU,Pentadbiran Pejabat,N821-001-3:2020,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,"LOT PT4048 BLOK E PEKEDAIAN LADANG TOK PELAM, JALAN SULTAN ZAINAL ABIDIN 20000 KUALA TERENGGANU, TERENGGANU",09-6220272,kolejkemahiranyt@yahoo.com,1210,False,False
TERENGGANU,L01215,KOLEJ KEMAHIRAN YAYASAN TERENGGANU,Pentadbiran Pejabat,N821-001-3:2020,Program Micro Credential - Tauliah Sedia Ada,SKM Tahap 3,Aktif,"LOT PT4048 BLOK E PEKEDAIAN LADANG TOK PELAM, JALAN SULTAN ZAINAL ABIDIN 20000 KUALA TERENGGANU, TERENGGANU",09-6220272,kolejkemahiranyt@yahoo.com,1210,False,False
TERENGGANU,L01215,KOLEJ KEMAHIRAN YAYASAN TERENGGANU,Pentadbiran Sistem Komputer,IT-020-4:2013,Program Penuh - Persijilan Mengikut Tahap,Diploma Kemahiran Malaysia,Aktif,"LOT PT4048 BLOK E PEKEDAIAN LADANG TOK PELAM, JALAN SULTAN ZAINAL ABIDIN 20000 KUALA TERENGGANU, TERENGGANU",09-6220272,kolejkemahiranyt@yahoo.com,1210,False,False
TERENGGANU,L01215,KOLEJ KEMAHIRAN YAYASAN TERENGGANU,Pentadbiran Sistem Maklumat,FB-081-4:2012,Program Penuh - Persijilan Mengikut Tahap,Diploma Kemahiran Malaysia,Sekat Pengambilan,"LOT PT4048 BLOK E PEKEDAIAN LADANG TOK PELAM, JALAN SULTAN ZAINAL ABIDIN 20000 KUALA TERENGGANU, TERENGGANU",09-6220272,kolejkemahiranyt@yahoo.com,1210,False,False
TERENGGANU,L01215,KOLEJ KEMAHIRAN YAYASAN TERENGGANU,Urut Terapeutik & Penjagaan,MP-082-4:2012,Program Penuh - Persijilan Mengikut Tahap,Diploma Kemahiran Malaysia,Sekat Pengambilan,"LOT PT4048 BLOK E PEKEDAIAN LADANG TOK PELAM, JALAN SULTAN ZAINAL ABIDIN 20000 KUALA TERENGGANU, TERENGGANU",09-6220272,kolejkemahiranyt@yahoo.com,1210,True,True
TERENGGANU,L00584,KOLEJ KETENGAH,PERKHIDMATAN PEMBAIKAN – KENDERAAN RINGAN,G452-002-2:2018,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 2,Sekat Pengambilan,"JALAN SULTAN SULAIMAN, BANDAR AL MUKTAFI BILLAH SHAH,",098222861,admin@kolejketengah.edu.my,16363,False,False
TERENGGANU,L00584,KOLEJ KETENGAH,PERKHIDMATAN PEMBAIKAN – KENDERAAN RINGAN,G452-002-2:2018,Program Micro Credential - Tauliah Sedia Ada,SKM Tahap 2,Aktif,"JALAN SULTAN SULAIMAN, BANDAR AL MUKTAFI BILLAH SHAH,",098222861,admin@kolejketengah.edu.my,16363,False,False
TERENGGANU,K01105,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KEMAMAN,APLIKASI KAWALAN PROSES,M749-010-4:2025,Program Penuh - Persijilan Mengikut Tahap,Diploma Kemahiran Malaysia,Aktif,"PAYOH, KEMASIK",+6098664000,p.adteckemaman@mohr.gov.my,1172,False,False
TERENGGANU,K01105,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KEMAMAN,APLIKASI KAWALAN PROSES,M749-010-4:2025,Program Penuh - Persijilan Tahap Tunggal,Diploma Kemahiran Malaysia,Aktif,"PAYOH, KEMASIK",+6098664000,p.adteckemaman@mohr.gov.my,1172,False,False
TERENGGANU,K01105,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KEMAMAN,Air/Mixed-Gas Surface-Supplied Diving,OG-040-3:2015,Program Micro Credential,SKM Tahap 3,Aktif,"PAYOH, KEMASIK",+6098664000,p.adteckemaman@mohr.gov.my,1172,False,False
TERENGGANU,K01105,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KEMAMAN,Kejuruteraan Penyelenggaraan Mesin Industri,C331-012-4:2020,Program Penuh - Persijilan Mengikut Tahap,Diploma Kemahiran Malaysia,Aktif,"PAYOH, KEMASIK",+6098664000,p.adteckemaman@mohr.gov.my,1172,False,False
TERENGGANU,K01105,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KEMAMAN,"Operasi Loji Mekanikal (Minyak, Gas & Petrokimia)",OG-015-3:2012,Program Micro Credential,SKM Tahap 3,Aktif,"PAYOH, KEMASIK",+6098664000,p.adteckemaman@mohr.gov.my,1172,False,False
TERENGGANU,K01105,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KEMAMAN,Operasi Selam Skuba,HT-400-3:2013,Program Micro Credential,SKM Tahap 3,Aktif,"PAYOH, KEMASIK",+6098664000,p.adteckemaman@mohr.gov.my,1172,False,False
TERENGGANU,K01105,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KEMAMAN,Operasi Servis Selepas Jualan – Kenderaan Bermotor,G452-002-4:2017,Program Penuh - Persijilan Mengikut Tahap,Diploma Kemahiran Malaysia,Aktif,"PAYOH, KEMASIK",+6098664000,p.adteckemaman@mohr.gov.my,1172,False,False
TERENGGANU,K01105,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KEMAMAN,"PEMASANGAN, PERUBAHAN DAN PENANGGALAN PERANCAH ASAS",BC-061-1:2015,Program Micro Credential,SKM Tahap 1,Aktif,"PAYOH, KEMASIK",+6098664000,p.adteckemaman@mohr.gov.my,1172,False,False
TERENGGANU,K01105,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KEMAMAN,PENGURUSAN TEKNOLOGI KIMPALAN,MC-024-4:2012,Program Penuh - Persijilan Mengikut Tahap,Diploma Kemahiran Malaysia,Aktif,"PAYOH, KEMASIK",+6098664000,p.adteckemaman@mohr.gov.my,1172,False,False
TERENGGANU,K01105,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KEMAMAN,PERKHIDMATAN PEMBAIKAN – KENDERAAN RINGAN,G452-002-2:2018,Program Micro Credential,SKM Tahap 2,Aktif,"PAYOH, KEMASIK",+6098664000,p.adteckemaman@mohr.gov.my,1172,False,False
TERENGGANU,K01105,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KEMAMAN,Pemasangan dan Penyelenggaraan Elektrik Voltan Rendah,F432-005-4:2019,Program Penuh - Persijilan Mengikut Tahap,Diploma Kemahiran Malaysia,Aktif,"PAYOH, KEMASIK",+6098664000,p.adteckemaman@mohr.gov.my,1172,False,False
TERENGGANU,K01105,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KEMAMAN,Pembantu Ahli Teknologi Kawalan Proses,CM-030-4,Program Penuh - Persijilan Mengikut Tahap,Diploma Kemahiran Malaysia,Sekat Pengambilan,"PAYOH, KEMASIK",+6098664000,p.adteckemaman@mohr.gov.my,1172,False,False
TERENGGANU,K01105,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KEMAMAN,Pengurus Binaan Awam Dan Struktur,CVS4,Program Penuh - Persijilan Mengikut Tahap,Diploma Kemahiran Malaysia,Aktif,"PAYOH, KEMASIK",+6098664000,p.adteckemaman@mohr.gov.my,1172,False,False
TERENGGANU,K01105,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KEMAMAN,"Pengurusan Rekabentuk, Pemasangan & Penyelenggaraan HVAC",ME-020-4:2012,Program Penuh - Persijilan Mengikut Tahap,Diploma Kemahiran Malaysia,Aktif,"PAYOH, KEMASIK",+6098664000,p.adteckemaman@mohr.gov.my,1172,False,False
TERENGGANU,K01105,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KEMAMAN,Pengurusan Teknikal Operasi Bangunan,N811-001-4:2017,Program Penuh - Persijilan Tahap Tunggal,Diploma Kemahiran Malaysia,Aktif,"PAYOH, KEMASIK",+6098664000,p.adteckemaman@mohr.gov.my,1172,False,False
TERENGGANU,K01105,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KEMAMAN,SERVIS DIAGNOSTIK – KENDERAAN RINGAN,G452-002-3:2018,Program Micro Credential,SKM Tahap 3,Aktif,"PAYOH, KEMASIK",+6098664000,p.adteckemaman@mohr.gov.my,1172,False,False
TERENGGANU,K01004,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KUALA TERENGGANU,JURUTEKNIK BINAAN BANGUNAN BERASASKAN KAYU,A-020-3,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,KAWASAN PERINDUSTRIAN GONG BADAK 21300 GONG BADAK TERENGGANU,09-6652100,salmi@jtm.gov.my,1170,False,False
TERENGGANU,K01004,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KUALA TERENGGANU,OPERASI PEMESINAN CNC,C259-006-3:2020,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,KAWASAN PERINDUSTRIAN GONG BADAK 21300 GONG BADAK TERENGGANU,09-6652100,salmi@jtm.gov.my,1170,False,False
TERENGGANU,K01004,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KUALA TERENGGANU,OPERASI PEMESINAN CNC,C259-006-3:2020,Program Micro Credential,SKM Tahap 3,Aktif,KAWASAN PERINDUSTRIAN GONG BADAK 21300 GONG BADAK TERENGGANU,09-6652100,salmi@jtm.gov.my,1170,False,False
TERENGGANU,K01004,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KUALA TERENGGANU,"Operasi Fabrikasi Paip(Minyak, Gas & Petrokimia)",OG-010-3:2011,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Sekat Pengambilan,KAWASAN PERINDUSTRIAN GONG BADAK 21300 GONG BADAK TERENGGANU,09-6652100,salmi@jtm.gov.my,1170,False,False
TERENGGANU,K01004,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KUALA TERENGGANU,Operasi Pemesinan,MC-050-3:2015,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Sekat Pengambilan,KAWASAN PERINDUSTRIAN GONG BADAK 21300 GONG BADAK TERENGGANU,09-6652100,salmi@jtm.gov.my,1170,False,False
TERENGGANU,K01004,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KUALA TERENGGANU,Operasi Penyelenggaraan Industri,ME-010-3:2012,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Sekat Pengambilan,KAWASAN PERINDUSTRIAN GONG BADAK 21300 GONG BADAK TERENGGANU,09-6652100,salmi@jtm.gov.my,1170,False,False
TERENGGANU,K01004,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KUALA TERENGGANU,Operasi Penyelenggaraan Industri,C331-012-3:2020,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,KAWASAN PERINDUSTRIAN GONG BADAK 21300 GONG BADAK TERENGGANU,09-6652100,salmi@jtm.gov.my,1170,False,False
TERENGGANU,K01004,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KUALA TERENGGANU,Operasi Penyelenggaraan Industri,C331-012-3:2020,Program Micro Credential,SKM Tahap 3,Aktif,KAWASAN PERINDUSTRIAN GONG BADAK 21300 GONG BADAK TERENGGANU,09-6652100,salmi@jtm.gov.my,1170,False,False
TERENGGANU,K01004,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KUALA TERENGGANU,Operasi Sistem Komputer,IT-020-3:2013,Program Penuh - Persijilan Mengikut Tahap,SKM Tahap 3,Aktif,KAWASAN PERINDUSTRIAN GONG BADAK 21300 GONG BADAK TERENGGANU,09-6652100,salmi@jtm.gov.my,1170,False,False
TERENGGANU,K01004,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KUALA TERENGGANU,PEMBINAAN BANGUNAN KAYU,F433-010-3:2025,Program Micro Credential,SKM Tahap 3,Aktif,KAWASAN PERINDUSTRIAN GONG BADAK 21300 GONG BADAK TERENGGANU,09-6652100,salmi@jtm.gov.my,1170,False,False
TERENGGANU,K01004,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KUALA TERENGGANU,PENYELIAAN PEMASANGAN PERPAIPAN DAN KUMBAHAN,F432-002-3:2017,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,KAWASAN PERINDUSTRIAN GONG BADAK 21300 GONG BADAK TERENGGANU,09-6652100,salmi@jtm.gov.my,1170,False,False
TERENGGANU,K01004,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KUALA TERENGGANU,Pemasangan & Penyelenggaraan Elektrik Voltan Rendah,EE-320-4:2012,Program Penuh - Persijilan Mengikut Tahap,Diploma Kemahiran Malaysia,Sekat Pengambilan,KAWASAN PERINDUSTRIAN GONG BADAK 21300 GONG BADAK TERENGGANU,09-6652100,salmi@jtm.gov.my,1170,False,False
TERENGGANU,K01004,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KUALA TERENGGANU,Pemasangan & Penyelenggaraan Elektrik-Tiga Fasa,EE-320-3:2012,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Sekat Pengambilan,KAWASAN PERINDUSTRIAN GONG BADAK 21300 GONG BADAK TERENGGANU,09-6652100,salmi@jtm.gov.my,1170,False,False
TERENGGANU,K01004,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KUALA TERENGGANU,Pemasangan dan Penyelenggaraan Elektrik Satu Fasa,F432-005-2:2019,Program Micro Credential,SKM Tahap 2,Aktif,KAWASAN PERINDUSTRIAN GONG BADAK 21300 GONG BADAK TERENGGANU,09-6652100,salmi@jtm.gov.my,1170,False,False
TERENGGANU,K01004,KOLEJ TEKNOLOGI TERMAJU JABATAN TENAGA MANUSIA (ADTEC JTM) KAMPUS KUALA TERENGGANU,Pemasangan dan Penyelenggaraan Elektrik Tiga Fasa,F432-005-3:2019,Program Penuh - Persijilan Tahap Tunggal,SKM Tahap 3,Aktif,KAWASAN PERINDUSTRIAN GONG BADAK 21300 GONG BADAK TERENGGANU,09-6652100,salmi@jtm.gov.my,1170,False,False
